Group ID,group_convq
1_005,0.7368421052631579
1_018,0.7631578947368419
1_019,0.7368421052631579
1_020,0.9999999999999999
1_030,0.7368421052631579
1_033,0.4736842105263158
1_034,0.8421052631578948
1_035,0.6578947368421053
1_042,0.6842105263157894
1_044,0.9736842105263158
1_046,0.5526315789473684
1_047,0.8421052631578948
1_059,0.8684210526315789
1_060,0.42105263157894735
1_061,0.7368421052631579
1_062,0.6842105263157894
1_065,0.9736842105263158
1_066,0.6842105263157894
1_067,0.6842105263157894
1_068,0.6578947368421053
1_069,0.9473684210526315
1_071,0.6842105263157894
1_072,0.8421052631578948
1_073,0.9473684210526315
1_074,0.7368421052631579
1_075,0.7631578947368419
1_076,0.7631578947368419
1_077,0.9210526315789475
1_078,0.8684210526315789
1_079,0.8421052631578948
1_080,0.8157894736842105
1_081,0.9473684210526315
1_082,0.5789473684210525
1_083,0.7105263157894736
1_084,0.7105263157894736
1_085,0.8947368421052629
1_086,0.6578947368421053
1_087,0.8684210526315789
1_088,0.8947368421052629
1_089,0.8157894736842105
1_090,0.8421052631578948
1_091,0.9210526315789475
2_005,0.8157894736842105
2_006,0.7894736842105262
2_009,0.7631578947368419
2_011,0.8157894736842105
2_020,0.6578947368421053
2_021,0.5526315789473684
2_022,0.631578947368421
2_027,0.05263157894736842
2_036,0.7105263157894736
2_038,0.6052631578947368
2_042,0.6578947368421053
2_043,0.7631578947368419
2_044,0.6052631578947368
2_050,0.6578947368421053
2_052,0.5526315789473684
2_056,0.9473684210526315
2_057,0.2894736842105262
2_058,0.9473684210526315
2_059,0.8684210526315789
2_060,0.7105263157894736
2_061,0.7631578947368419
2_062,0.9999999999999999
2_063,0.9999999999999999
2_064,0.5789473684210525
2_065,0.6842105263157894
2_066,0.9473684210526315
2_067,0.8421052631578948
2_068,0.5263157894736842
2_069,0.07894736842105265
3_004,0.9736842105263158
3_006,0.5789473684210525
3_007,0.8684210526315789
3_010,0.9736842105263158
3_012,0.7894736842105262
3_013,0.4736842105263158
3_016,0.9473684210526315
3_021,0.9736842105263158
3_023,0.9736842105263158
3_024,0.7894736842105262
3_027,0.9999999999999999
3_028,0.9736842105263158
3_029,0.8684210526315789
3_031,0.9736842105263158
3_033,0.8421052631578948
3_035,0.5789473684210525
3_037,0.9473684210526315
3_041,0.8947368421052629
3_042,0.9999999999999999
3_043,0.8684210526315789
3_046,0.8157894736842105
3_047,0.13157894736842102
3_048,0.8947368421052629
3_050,0.9999999999999999
3_051,0.9736842105263158
3_052,0.8421052631578948
3_054,0.9736842105263158
3_055,0.9473684210526315
3_058,0.9736842105263158
3_059,0.9999999999999999
3_060,0.7105263157894736
3_061,0.7105263157894736
3_062,0.9999999999999999
3_063,0.9736842105263158
3_064,0.9736842105263158
3_065,0.9736842105263158
3_066,0.9736842105263158
3_067,0.9473684210526315
3_068,0.7894736842105262
3_069,0.631578947368421
3_070,0.5526315789473684
3_071,0.8684210526315789
3_072,0.9999999999999999
3_073,0.8684210526315789
